Dataset	Is.Pilot	Passes.Filters	Protocol	Split	Annotator.ID	Sentence.ID	Pred.Token	Pred.Lemma	Gram.Func	Arg.Phrase	Arg.Tokens.Begin	Arg.Tokens.End	Property	Response	Applicable	Sent.Grammatical
adjunct	False	False	adjunct	test	43	en-ud-test.conllu 965	12	seem	nmod	in the world of &quot; wei &#39;s magic cubes	0	8	manner	1	no	4
adjunct	False	False	adjunct	test	76	en-ud-test.conllu 965	12	seem	nmod	in the world of &quot; wei &#39;s magic cubes	0	8	manner	1	yes	5
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 1355	23	get	nmod	from satellite	25	26	manner	5	yes	3
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 1355	23	get	nmod	from satellite	25	26	manner	5	yes	3
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 12309	6	show	nmod	minus two pieces	11	13	manner	4	yes	4
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 12309	6	show	nmod	minus two pieces	11	13	manner	5	yes	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 389	5	receive	nmod	during his service	0	2	manner	5	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 389	5	receive	nmod	during his service	0	2	manner	1	yes	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 10022	6	put	nmod	in his business	9	11	manner	1	no	3
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10022	6	put	nmod	in his business	9	11	manner	1	no	5
adjunct	False	False	adjunct	train	7	en-ud-train.conllu 12312	1	spend	nmod	on the bedroom suite , which was complete and excellent condition on the showroom floor	4	18	manner	5	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 12312	1	spend	nmod	on the bedroom suite , which was complete and excellent condition on the showroom floor	4	18	manner	1	yes	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 389	5	receive	nmod	as a pilot	8	10	manner	2	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 389	5	receive	nmod	as a pilot	8	10	manner	5	yes	5
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 1394	1	have	nmod	in san francisco	7	9	manner	4	yes	4
adjunct	False	False	adjunct	dev	26	en-ud-dev.conllu 1394	1	have	nmod	in san francisco	7	9	manner	1	yes	4
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 10033	1	compare	nmod	to a home made product that really stands the test of time	2	13	manner	1	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 10033	1	compare	nmod	to a home made product that really stands the test of time	2	13	manner	5	yes	4
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 10079	1	love	nmod	for discounted beauty items and household appliances	3	9	manner	1	yes	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 10079	1	love	nmod	for discounted beauty items and household appliances	3	9	manner	5	yes	3
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 3910	9	invite	nmod	following the board meeting on wednesday	0	5	manner	1	no	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 3910	9	invite	nmod	following the board meeting on wednesday	0	5	manner	1	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 10095	3	call	nmod	( btwn 5:30 and 6 pm )	9	15	manner	1	yes	4
adjunct	False	False	adjunct	train	20	en-ud-train.conllu 10095	3	call	nmod	( btwn 5:30 and 6 pm )	9	15	manner	1	yes	nan
adjunct	False	False	adjunct	dev	65	en-ud-dev.conllu 1417	1	have	nmod	in there	5	6	manner	3	yes	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 1417	1	have	nmod	in there	5	6	manner	1	yes	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 3957	3	meet	nmod	with the chairman of puct	4	8	manner	2	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 3957	3	meet	nmod	with the chairman of puct	4	8	manner	5	yes	4
adjunct	False	False	adjunct	train	7	en-ud-train.conllu 10095	3	call	nmod	with no answer	6	8	manner	2	yes	4
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 10095	3	call	nmod	with no answer	6	8	manner	4	yes	5
adjunct	False	False	adjunct	dev	1	en-ud-dev.conllu 1449	1	work	nmod	for me	2	3	manner	5	yes	3
adjunct	False	False	adjunct	dev	56	en-ud-dev.conllu 1449	1	work	nmod	for me	2	3	manner	3	yes	4
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 3966	3	focus	nmod	on the pilot	4	6	manner	1	yes	4
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 3966	3	focus	nmod	on the pilot	4	6	manner	1	no	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 1009	20	label	nmod	by the national socialists	24	27	manner	4	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1009	20	label	nmod	by the national socialists	24	27	manner	5	yes	5
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 1464	2	taste	nmod	like rat feces	3	5	manner	5	yes	5
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 1464	2	taste	nmod	like rat feces	3	5	manner	5	yes	5
adjunct	False	False	adjunct	train	71	en-ud-train.conllu 10109	1	get	nmod	for this station	6	8	manner	1	no	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 10109	1	get	nmod	for this station	6	8	manner	3	yes	5
adjunct	False	False	adjunct	dev	16	en-ud-dev.conllu 151	3	sing	nmod	at my first inaugural church service as governor	4	11	manner	1	no	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 151	3	sing	nmod	at my first inaugural church service as governor	4	11	manner	1	yes	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 10109	1	get	nmod	from pennysaver	4	5	manner	5	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 10109	1	get	nmod	from pennysaver	4	5	manner	5	yes	5
adjunct	False	False	adjunct	dev	73	en-ud-dev.conllu 1534	2	be	nmod	with every pizza	6	8	manner	5	yes	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 1534	2	be	nmod	with every pizza	6	8	manner	5	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 10117	1	order	nmod	at the counter	2	4	manner	1	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10117	1	order	nmod	at the counter	2	4	manner	1	no	4
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 154	3	base	nmod	upon the hymn called , &#39; a charge to keep	4	13	manner	5	yes	4
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 154	3	base	nmod	upon the hymn called , &#39; a charge to keep	4	13	manner	5	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 1011	5	destroy	nmod	as a result	6	8	manner	5	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1011	5	destroy	nmod	as a result	6	8	manner	1	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 397	3	blame	nmod	for the swift boat veterans &#39; attack	5	11	manner	1	yes	5
adjunct	False	False	adjunct	train	92	en-ud-train.conllu 397	3	blame	nmod	for the swift boat veterans &#39; attack	5	11	manner	5	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 10123	1	be	nmod	in fernandina	6	7	manner	1	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10123	1	be	nmod	in fernandina	6	7	manner	1	no	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 10138	1	remove	nmod	for our condominium building	5	8	manner	1	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 10138	1	remove	nmod	for our condominium building	5	8	manner	1	yes	5
adjunct	False	False	adjunct	train	1	en-ud-train.conllu 3999	1	meet	nmod	at the meeting of the science and industry advance with mathematics society at the university of houston	5	21	manner	1	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 3999	1	meet	nmod	at the meeting of the science and industry advance with mathematics society at the university of houston	5	21	manner	1	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 10157	11	offer	nmod	in the most unlikely of locations	22	27	manner	1	no	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 10157	11	offer	nmod	in the most unlikely of locations	22	27	manner	1	yes	5
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 160	2	give	nmod	based upon principles that did not change once i got into the oval office	12	25	manner	5	yes	4
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 160	2	give	nmod	based upon principles that did not change once i got into the oval office	12	25	manner	1	yes	5
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 1670	3	locate	nmod	just off the river road	4	8	manner	1	yes	5
adjunct	False	False	adjunct	dev	87	en-ud-dev.conllu 1670	3	locate	nmod	just off the river road	4	8	manner	1	no	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 10162	1	go	nmod	for the shallac / gel manicure which is only $ 25	5	15	manner	4	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 10162	1	go	nmod	for the shallac / gel manicure which is only $ 25	5	15	manner	1	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 1231	2	call	nmod	by several arab leaders and &quot; activist &quot; by the european press	6	17	manner	1	yes	nan
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 1231	2	call	nmod	by several arab leaders and &quot; activist &quot; by the european press	6	17	manner	1	no	5
adjunct	False	False	adjunct	dev	71	en-ud-dev.conllu 1700	1	win	nmod	through a charity auction	8	11	manner	5	yes	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 1700	1	win	nmod	through a charity auction	8	11	manner	5	yes	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 10169	1	give	nmod	at an amazing price	5	8	manner	4	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 10169	1	give	nmod	at an amazing price	5	8	manner	5	yes	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 4060	1	look	nmod	like a good candidate	2	5	manner	4	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4060	1	look	nmod	like a good candidate	2	5	manner	5	yes	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 10198	1	sit	nmod	in the front dining area	2	6	manner	1	no	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10198	1	sit	nmod	in the front dining area	2	6	manner	1	no	5
adjunct	False	False	adjunct	train	10	en-ud-train.conllu 12327	8	get	nmod	five minutes before my initial lesson	0	5	manner	1	no	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 12327	8	get	nmod	five minutes before my initial lesson	0	5	manner	1	yes	5
adjunct	False	False	adjunct	dev	56	en-ud-dev.conllu 1701	3	donate	nmod	by the teacher adz	4	7	manner	5	yes	4
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 1701	3	donate	nmod	by the teacher adz	4	7	manner	5	yes	5
adjunct	False	False	adjunct	train	10	en-ud-train.conllu 406	2	appear	nmod	in the hill	3	5	manner	2	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 406	2	appear	nmod	in the hill	3	5	manner	1	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 10228	2	fixede	nmod	in 1 day	5	7	manner	4	yes	3
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10228	2	fixede	nmod	in 1 day	5	7	manner	1	no	2
adjunct	False	False	adjunct	train	65	en-ud-train.conllu 1233	1	be	nmod	in town	5	6	manner	2	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1233	1	be	nmod	in town	5	6	manner	1	yes	nan
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 170	1	announce	nmod	in january	3	4	manner	1	yes	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 170	1	announce	nmod	in january	3	4	manner	1	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4165	1	refer	nmod	to the following terms	2	5	manner	1	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 4165	1	refer	nmod	to the following terms	2	5	manner	5	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 10242	1	come	nmod	on time	2	3	manner	1	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10242	1	come	nmod	on time	2	3	manner	1	no	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 1240	21	channel	nmod	into three concentric spheres supporting death and murder	22	29	manner	1	no	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 1240	21	channel	nmod	into three concentric spheres supporting death and murder	22	29	manner	5	yes	5
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 171	11	change	nmod	as of january 10 , 2005	0	5	manner	1	yes	5
adjunct	False	False	adjunct	dev	7	en-ud-dev.conllu 171	11	change	nmod	as of january 10 , 2005	0	5	manner	2	yes	4
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 10246	1	come	nmod	in to town	2	4	manner	2	yes	4
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 10246	1	come	nmod	in to town	2	4	manner	1	no	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 12416	8	hang	nmod	after much yelling and cussing	2	6	manner	3	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 12416	8	hang	nmod	after much yelling and cussing	2	6	manner	5	yes	4
adjunct	False	False	adjunct	train	7	en-ud-train.conllu 12421	4	notice	nmod	within a week	0	2	manner	2	yes	3
adjunct	False	False	adjunct	train	71	en-ud-train.conllu 12421	4	notice	nmod	within a week	0	2	manner	1	no	5
adjunct	False	False	adjunct	dev	1	en-ud-dev.conllu 171	11	change	nmod	from the mozilla foundation	12	15	manner	1	yes	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 171	11	change	nmod	from the mozilla foundation	12	15	manner	5	yes	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 6556	6	improve	nmod	as a result	0	2	manner	4	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 6556	6	improve	nmod	as a result	0	2	manner	1	yes	5
adjunct	False	False	adjunct	dev	1	en-ud-dev.conllu 171	11	change	nmod	to google , inc. of mountain view , california	16	24	manner	4	yes	5
adjunct	False	False	adjunct	dev	56	en-ud-dev.conllu 171	11	change	nmod	to google , inc. of mountain view , california	16	24	manner	4	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 12447	1	return	nmod	after 3 pm	2	4	manner	1	yes	5
adjunct	False	False	adjunct	train	10	en-ud-train.conllu 12447	1	return	nmod	after 3 pm	2	4	manner	1	no	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 6637	2	come	nmod	only in the dictionary	6	9	manner	5	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 6637	2	come	nmod	only in the dictionary	6	9	manner	1	yes	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 4171	3	quote	nmod	in us dollars per unit of volume , which will be the contractual currency	4	17	manner	5	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4171	3	quote	nmod	in us dollars per unit of volume , which will be the contractual currency	4	17	manner	5	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 12458	4	post	nmod	in the rooms	5	7	manner	1	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 12458	4	post	nmod	in the rooms	5	7	manner	1	yes	5
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 1736	1	have	nmod	right on the field	5	8	manner	5	yes	3
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 1736	1	have	nmod	right on the field	5	8	manner	1	yes	5
adjunct	False	False	adjunct	train	20	en-ud-train.conllu 6637	2	come	nmod	before work	3	4	manner	1	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 6637	2	come	nmod	before work	3	4	manner	1	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 1245	2	surround	nmod	by a second wider circle of direct supporters , planners , commanders , preachers , all of whom make a living , usually a very comfortable living , by serving as terror infrastructure	3	35	manner	5	yes	nan
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1245	2	surround	nmod	by a second wider circle of direct supporters , planners , commanders , preachers , all of whom make a living , usually a very comfortable living , by serving as terror infrastructure	3	35	manner	5	yes	5
adjunct	False	False	adjunct	dev	32	en-ud-dev.conllu 178	2	write	nmod	on january 25 , 2005	5	9	manner	2	yes	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 178	2	write	nmod	on january 25 , 2005	5	9	manner	1	yes	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 6647	5	name	nmod	for the mysterious neoplatonic italian painter raphael sanzio who painted _ st. george fighting the dragon _ ( 1504 - 06 )	6	27	manner	4	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 6647	5	name	nmod	for the mysterious neoplatonic italian painter raphael sanzio who painted _ st. george fighting the dragon _ ( 1504 - 06 )	6	27	manner	5	yes	3
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4197	2	lie	nmod	in the fact that the confirmation system reads the counterparty &#39;s name from global counterparty	3	17	manner	1	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 4197	2	lie	nmod	in the fact that the confirmation system reads the counterparty &#39;s name from global counterparty	3	17	manner	1	no	5
adjunct	False	False	adjunct	dev	16	en-ud-dev.conllu 180	11	think	nmod	following on the heels of ben &#39;s annoucement yesterday	0	8	manner	1	no	5
adjunct	False	False	adjunct	dev	26	en-ud-dev.conllu 180	11	think	nmod	following on the heels of ben &#39;s annoucement yesterday	0	8	manner	3	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 12460	1	put	nmod	in hot water	5	7	manner	1	yes	4
adjunct	False	False	adjunct	train	71	en-ud-train.conllu 12460	1	put	nmod	in hot water	5	7	manner	1	no	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 4351	3	speak	nmod	with per	4	5	manner	4	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4351	3	speak	nmod	with per	4	5	manner	4	yes	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 6650	8	die	nmod	on his april birthday laura & bridget &#39;s day	9	17	manner	1	no	4
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 6650	8	die	nmod	on his april birthday laura & bridget &#39;s day	9	17	manner	2	yes	4
adjunct	False	False	adjunct	dev	7	en-ud-dev.conllu 1836	1	use	nmod	for our annual walk against drugs and alcohol event	3	11	manner	2	yes	3
adjunct	False	False	adjunct	dev	87	en-ud-dev.conllu 1836	1	use	nmod	for our annual walk against drugs and alcohol event	3	11	manner	1	no	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 12472	2	be	nmod	in my and my dining partners &#39; experience	4	11	manner	1	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 12472	2	be	nmod	in my and my dining partners &#39; experience	4	11	manner	5	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1247	2	operate	nmod	mostly through mosques , madrasas and other religious establishments but also through inciting electronic and printed media	3	19	manner	5	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 1247	2	operate	nmod	mostly through mosques , madrasas and other religious establishments but also through inciting electronic and printed media	3	19	manner	5	yes	5
adjunct	False	False	adjunct	train	71	en-ud-train.conllu 4351	3	speak	nmod	about this	7	8	manner	1	no	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4351	3	speak	nmod	about this	7	8	manner	1	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 6650	8	die	nmod	like william shakspere	0	2	manner	4	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 6650	8	die	nmod	like william shakspere	0	2	manner	1	no	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 12540	3	call	nmod	on monday	0	1	manner	1	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 12540	3	call	nmod	on monday	0	1	manner	1	no	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 6670	11	bear	nmod	upon the sixth of april	1	5	manner	1	yes	5
adjunct	False	False	adjunct	train	71	en-ud-train.conllu 6670	11	bear	nmod	upon the sixth of april	1	5	manner	1	no	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 436	1	describe	nmod	as that of a f*ed horse	5	10	manner	5	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 436	1	describe	nmod	as that of a f*ed horse	5	10	manner	5	yes	5
adjunct	False	False	adjunct	train	32	en-ud-train.conllu 1262	3	believe	nmod	in democracy , the rule of law , including international law , human rights , free speech and free press , among other liberties	4	27	manner	4	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1262	3	believe	nmod	in democracy , the rule of law , including international law , human rights , free speech and free press , among other liberties	4	27	manner	5	yes	5
adjunct	False	False	adjunct	dev	26	en-ud-dev.conllu 183	1	make	nmod	on march 28 , 2005	4	8	manner	1	yes	5
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 183	1	make	nmod	on march 28 , 2005	4	8	manner	1	no	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 4392	5	need	nmod	in that respect	0	2	manner	5	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4392	5	need	nmod	in that respect	0	2	manner	5	yes	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 1286	1	leave	nmod	to you	3	4	manner	5	yes	5
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 1286	1	leave	nmod	to you	3	4	manner	1	no	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 6671	5	conquer	nmod	upon the same day	0	3	manner	1	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 6671	5	conquer	nmod	upon the same day	0	3	manner	1	yes	5
adjunct	False	False	adjunct	dev	26	en-ud-dev.conllu 1842	1	have	nmod	just inside barling	15	17	manner	1	yes	5
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 1842	1	have	nmod	just inside barling	15	17	manner	5	yes	4
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 1286	1	leave	nmod	as homework	5	6	manner	5	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1286	1	leave	nmod	as homework	5	6	manner	5	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 4484	4	exist	nmod	for the remote offices in singapore and australia	8	15	manner	1	yes	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 4484	4	exist	nmod	for the remote offices in singapore and australia	8	15	manner	4	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 6676	7	visit	nmod	in 1593	9	10	manner	1	yes	4
adjunct	False	False	adjunct	train	71	en-ud-train.conllu 6676	7	visit	nmod	in 1593	9	10	manner	1	no	3
adjunct	False	False	adjunct	train	10	en-ud-train.conllu 10246	1	come	nmod	for a week	5	7	manner	1	no	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 10246	1	come	nmod	for a week	5	7	manner	1	yes	5
adjunct	False	False	adjunct	dev	1	en-ud-dev.conllu 190	9	create	nmod	in this movie	0	2	manner	1	yes	5
adjunct	False	False	adjunct	dev	76	en-ud-dev.conllu 190	9	create	nmod	in this movie	0	2	manner	1	yes	5
adjunct	False	False	adjunct	train	7	en-ud-train.conllu 4484	4	exist	nmod	in limited form	5	7	manner	2	yes	3
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 4484	4	exist	nmod	in limited form	5	7	manner	5	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 10249	1	spend	nmod	with me	6	7	manner	5	yes	4
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10249	1	spend	nmod	with me	6	7	manner	5	yes	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 1304	4	need	nmod	above all	0	1	manner	5	yes	3
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1304	4	need	nmod	above all	0	1	manner	2	yes	5
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 190	9	create	nmod	in 2008	16	17	manner	1	yes	5
adjunct	False	False	adjunct	dev	71	en-ud-dev.conllu 190	9	create	nmod	in 2008	16	17	manner	1	no	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 10284	1	have	nmod	in many other palces	3	6	manner	1	yes	4
adjunct	False	False	adjunct	train	87	en-ud-train.conllu 10284	1	have	nmod	in many other palces	3	6	manner	1	no	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 4500	1	fax	nmod	to you	3	4	manner	1	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4500	1	fax	nmod	to you	3	4	manner	1	yes	5
adjunct	False	False	adjunct	dev	43	en-ud-dev.conllu 1923	1	offer	nmod	at a great price	5	8	manner	5	yes	3
adjunct	False	False	adjunct	dev	87	en-ud-dev.conllu 1923	1	offer	nmod	at a great price	5	8	manner	5	yes	5
adjunct	False	False	adjunct	train	7	en-ud-train.conllu 1315	2	encircle	nmod	by the gulf states , iraq and the moslem republics of the former soviet union	6	20	manner	2	yes	3
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1315	2	encircle	nmod	by the gulf states , iraq and the moslem republics of the former soviet union	6	20	manner	5	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 4522	7	lead	nmod	as for me	0	2	manner	1	no	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 4522	7	lead	nmod	as for me	0	2	manner	1	yes	5
adjunct	False	False	adjunct	train	1	en-ud-train.conllu 6677	3	write	nmod	in 1594	0	1	manner	1	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 6677	3	write	nmod	in 1594	0	1	manner	1	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 10287	1	call	nmod	for an estimate	3	5	manner	1	yes	5
adjunct	False	False	adjunct	train	71	en-ud-train.conllu 10287	1	call	nmod	for an estimate	3	5	manner	1	no	5
adjunct	False	False	adjunct	dev	3	en-ud-dev.conllu 1931	1	work	nmod	on it	2	3	manner	1	yes	5
adjunct	False	False	adjunct	dev	56	en-ud-dev.conllu 1931	1	work	nmod	on it	2	3	manner	5	yes	5
adjunct	False	False	adjunct	train	3	en-ud-train.conllu 1315	2	encircle	nmod	by afghanistan	3	4	manner	1	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1315	2	encircle	nmod	by afghanistan	3	4	manner	5	yes	5
adjunct	False	False	adjunct	train	56	en-ud-train.conllu 454	11	rise	nmod	against saddam	14	15	manner	5	yes	4
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 454	11	rise	nmod	against saddam	14	15	manner	1	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 6677	3	write	nmod	under the assumed name of &quot; raphael peregrino	8	15	manner	3	yes	5
adjunct	False	False	adjunct	train	43	en-ud-train.conllu 6677	3	write	nmod	under the assumed name of &quot; raphael peregrino	8	15	manner	4	yes	4
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 10325	4	eat	nmod	at the grill	5	7	manner	1	no	5
adjunct	False	False	adjunct	train	92	en-ud-train.conllu 10325	4	eat	nmod	at the grill	5	7	manner	1	yes	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 1316	2	surround	nmod	by turkey , iraq , jordan and israel	3	10	manner	5	yes	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 1316	2	surround	nmod	by turkey , iraq , jordan and israel	3	10	manner	1	yes	5
adjunct	False	False	adjunct	train	16	en-ud-train.conllu 6716	4	beat	nmod	in presence of phillip ii	8	12	manner	1	no	5
adjunct	False	False	adjunct	train	76	en-ud-train.conllu 6716	4	beat	nmod	in presence of phillip ii	8	12	manner	1	yes	5
adjunct	False	False	adjunct	train	26	en-ud-train.conllu 454	11	rise	nmod	in arms	12	13	manner	5	yes	5
